¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2330"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
2915,920M³Í°ò©yÄõ,573.00,1035,0,,2916,920N³Í°ò´ò¤f,569.00,2223,1000 
2917,920N³Í°ò´ò¤f,570.00,9672,0,,2918,920N³Í°ò´ò¤f,571.00,8394,150 
2919,920N³Í°ò´ò¤f,572.00,942,0,,2920,920V³Í°ò·s©±,566.00,1000,0 
2921,920V³Í°ò·s©±,569.00,0,3000,,2922,920V³Í°ò·s©±,570.00,5791,0 
2923,920V³Í°ò·s©±,571.00,6043,1320,,2924,920V³Í°ò·s©±,572.00,1442,0 
2925,920V³Í°ò·s©±,573.00,121,0,,2926,920W³Í°ò¤j¨½,566.00,2000,0 
2927,920W³Í°ò¤j¨½,569.00,1030,0,,2928,920W³Í°ò¤j¨½,570.00,1708,1000 
2929,920W³Í°ò¤j¨½,571.00,1867,10,,2930,920W³Í°ò¤j¨½,572.00,400,88 
2931,920W³Í°ò¤j¨½,573.00,10,0,,2932,920Z³Í°ò¥xªF,566.00,6000,0 
2933,920Z³Í°ò¥xªF,569.00,4010,0,,2934,920Z³Í°ò¥xªF,570.00,5289,0 
2935,920Z³Í°ò¥xªF,571.00,3261,30,,2936,920Z³Í°ò¥xªF,572.00,287,0 
2937,9211³Í°ò¥x«n,566.00,10000,3000,,2938,9211³Í°ò¥x«n,569.00,2052,0 
2939,9211³Í°ò¥x«n,570.00,13066,250,,2940,9211³Í°ò¥x«n,571.00,8997,0 
2941,9211³Í°ò¥x«n,572.00,1057,1000,,2942,9211³Í°ò¥x«n,573.00,1232,0 
2943,9212³Í°òªF´ä,566.00,5000,0,,2944,9212³Í°òªF´ä,569.00,9511,0 
2945,9212³Í°òªF´ä,570.00,4722,0,,2946,9212³Í°òªF´ä,571.00,797,0 
2947,9212³Í°òªF´ä,572.00,610,0,,2948,9212³Í°òªF´ä,573.00,55,0 
2949,9215³Í°ò°ª¬ü,566.00,4000,0,,2950,9215³Í°ò°ª¬ü,569.00,10170,1000 
2951,9215³Í°ò°ª¬ü,570.00,17972,86,,2952,9215³Í°ò°ª¬ü,571.00,10293,262 
2953,9215³Í°ò°ª¬ü,572.00,1998,32,,2954,9215³Í°ò°ª¬ü,573.00,520,0 
2955,9216³Í°ò«H¸q,566.00,1000,1000,,2956,9216³Í°ò«H¸q,569.00,3100,0 
2957,9216³Í°ò«H¸q,570.00,21735,0,,2958,9216³Í°ò«H¸q,571.00,25685,0 
2959,9216³Í°ò«H¸q,572.00,320,350,,2960,9217³Í°òªQ¤s,566.00,8000,10000 
2961,9217³Í°òªQ¤s,569.00,3260,0,,2962,9217³Í°òªQ¤s,570.00,13874,45 
2963,9217³Í°òªQ¤s,571.00,8579,40,,2964,9217³Í°òªQ¤s,572.00,986,0 
2965,9217³Í°òªQ¤s,573.00,56,0,,2966,9218³Í°ò¤jª½,566.00,5000,1000 
2967,9218³Í°ò¤jª½,569.00,5002,1000,,2968,9218³Í°ò¤jª½,570.00,6492,3 
2969,9218³Í°ò¤jª½,571.00,7323,308,,2970,9218³Í°ò¤jª½,572.00,195,2000 
2971,9218³Í°ò¤jª½,573.00,9,0,,2972,921C³Í°ò¥ÁÅv,566.00,1000,1000 
2973,921C³Í°ò¥ÁÅv,569.00,0,2000,,2974,921C³Í°ò¥ÁÅv,570.00,1801,0 
2975,921C³Í°ò¥ÁÅv,571.00,2310,0,,2976,921C³Í°ò¥ÁÅv,572.00,330,0 
2977,921C³Í°ò¥ÁÅv,573.00,100,0,,2978,921E³Í°ò¤T®l,566.00,6000,0 
2979,921E³Í°ò¤T®l,569.00,5212,0,,2980,921E³Í°ò¤T®l,570.00,19871,0 
2981,921E³Í°ò¤T®l,571.00,2051,0,,2982,921E³Í°ò¤T®l,572.00,5252,0 
2983,921E³Í°ò¤T®l,573.00,7,0,,2984,921F³Í°ò¤Ñ¥À,566.00,2000,0 
2985,921F³Í°ò¤Ñ¥À,569.00,15,0,,2986,921F³Í°ò¤Ñ¥À,570.00,5600,0 
2987,921F³Í°ò¤Ñ¥À,571.00,265,0,,2988,921F³Í°ò¤Ñ¥À,572.00,241,1000 
2989,921F³Í°ò¤Ñ¥À,573.00,0,50,,2990,921G³Í°ò¤­ªÑ,566.00,2000,1000 
2991,921G³Í°ò¤­ªÑ,569.00,6047,0,,2992,921G³Í°ò¤­ªÑ,570.00,4558,2000 
2993,921G³Í°ò¤­ªÑ,571.00,13847,1000,,2994,921G³Í°ò¤­ªÑ,572.00,363,0 
2995,921G³Í°ò¤­ªÑ,573.00,2,0,,2996,921J³Í°ò¤g«°,566.00,2000,0 
2997,921J³Í°ò¤g«°,569.00,1222,1000,,2998,921J³Í°ò¤g«°,570.00,5197,0 
2999,921J³Í°ò¤g«°,571.00,4824,1025,,3000,921J³Í°ò¤g«°,572.00,200,400 
3001,921J³Í°ò¤g«°,573.00,15,0,,3002,921M³Í°ò¤K¼w,566.00,1000,0 
3003,921M³Í°ò¤K¼w,569.00,5000,0,,3004,921M³Í°ò¤K¼w,570.00,8477,0 
3005,921M³Í°ò¤K¼w,571.00,2495,500,,3006,921M³Í°ò¤K¼w,572.00,320,0 
3007,921M³Í°ò¤K¼w,573.00,5,0,,3008,921S³Í°ò©¯ºÖ,566.00,1000,0 
3009,921S³Í°ò©¯ºÖ,569.00,1002,0,,3010,921S³Í°ò©¯ºÖ,570.00,10538,2 
3011,921S³Í°ò©¯ºÖ,571.00,3606,0,,3012,921S³Í°ò©¯ºÖ,572.00,694,0 
3013,921S³Í°ò©¯ºÖ,573.00,62,0,,3014,921Y³Í°òªF¶Õ,566.00,3000,0 
3015,921Y³Í°òªF¶Õ,569.00,3100,0,,3016,921Y³Í°òªF¶Õ,570.00,5637,45 
3017,921Y³Í°òªF¶Õ,571.00,5720,2000,,3018,921Y³Í°òªF¶Õ,572.00,1140,0 
3019,921Y³Í°òªF¶Õ,573.00,10,0,,3020,9223³Í°òÂ×¤¤,566.00,3000,0 
3021,9223³Í°òÂ×¤¤,569.00,2100,4008,,3022,9223³Í°òÂ×¤¤,570.00,8964,100 
3023,9223³Í°òÂ×¤¤,571.00,2865,5100,,3024,9223³Í°òÂ×¤¤,572.00,2289,10 
3025,9223³Í°òÂ×¤¤,573.00,115,0,,3026,9224³Í°ò·s²ø,566.00,0,4000 
3027,9224³Í°ò·s²ø,569.00,50,0,,3028,9224³Í°ò·s²ø,570.00,4726,0 
3029,9224³Í°ò·s²ø,571.00,2436,0,,3030,9224³Í°ò·s²ø,572.00,1370,0 
3031,9225³Í°ò¤º®H,569.00,2050,1000,,3032,9225³Í°ò¤º®H,570.00,5628,0 
3033,9225³Í°ò¤º®H,571.00,191,0,,3034,9225³Í°ò¤º®H,572.00,88,0 
3035,9226³Í°ò¦Á¤î,566.00,1000,0,,3036,9226³Í°ò¦Á¤î,569.00,200,0 
3037,9226³Í°ò¦Á¤î,570.00,5767,2000,,3038,9226³Í°ò¦Á¤î,571.00,4700,100 
3039,9226³Í°ò¦Á¤î,572.00,224,0,,3040,9226³Í°ò¦Á¤î,573.00,150,0 
3041,9227³Í°ò«°¤¤,566.00,13000,0,,3042,9227³Í°ò«°¤¤,569.00,4338,10000 
3043,9227³Í°ò«°¤¤,570.00,12570,2000,,3044,9227³Í°ò«°¤¤,571.00,16785,0 
3045,9227³Í°ò«°¤¤,572.00,10432,17,,3046,9227³Í°ò«°¤¤,573.00,150,0 
3047,9229³Í°ò¤¤¤s,566.00,2000,7000,,3048,9229³Í°ò¤¤¤s,569.00,12528,2010 
3049,9229³Í°ò¤¤¤s,570.00,37835,2052,,3050,9229³Í°ò¤¤¤s,571.00,40449,2000 
3051,9229³Í°ò¤¤¤s,572.00,3425,0,,3052,9229³Í°ò¤¤¤s,573.00,110,0 
3053,922C³Í°ò«ÌªF,566.00,1000,0,,3054,922C³Í°ò«ÌªF,569.00,1023,0 
3055,922C³Í°ò«ÌªF,570.00,2420,8000,,3056,922C³Í°ò«ÌªF,571.00,660,1050 
3057,922C³Í°ò«ÌªF,572.00,236,0,,3058,922C³Í°ò«ÌªF,573.00,13,0 
3059,922H³Í°ò´_¿³,566.00,8000,0,,3060,922H³Í°ò´_¿³,569.00,12410,0 
3061,922H³Í°ò´_¿³,570.00,29673,4600,,3062,922H³Í°ò´_¿³,571.00,17674,3100 
3063,922H³Í°ò´_¿³,572.00,300,800,,3064,922H³Í°ò´_¿³,573.00,210,100 
3065,9231³Í°ò­ûªL,569.00,2010,0,,3066,9231³Í°ò­ûªL,570.00,2177,0 
3067,9231³Í°ò­ûªL,571.00,502,0,,3068,9231³Í°ò­ûªL,572.00,252,0 
3069,9231³Í°ò­ûªL,573.00,25,0,,3070,9233³Í°òªø©°,566.00,5000,0 
3071,9233³Í°òªø©°,569.00,10350,0,,3072,9233³Í°òªø©°,570.00,11183,6000 
3073,9233³Í°òªø©°,571.00,8909,5000,,3074,9233³Í°òªø©°,572.00,1012,0 
3075,9233³Í°òªø©°,573.00,200,0,,3076,9234³Í°ò¦Ë¥_,566.00,8000,0 
3077,9234³Í°ò¦Ë¥_,569.00,4375,0,,3078,9234³Í°ò¦Ë¥_,570.00,18429,1000 
3079,9234³Í°ò¦Ë¥_,571.00,7933,1399,,3080,9234³Í°ò¦Ë¥_,572.00,2696,35 
3081,9234³Í°ò¦Ë¥_,573.00,184,1000,,3082,9235³Í°ò¥ÃµØ,566.00,4000,0 
3083,9235³Í°ò¥ÃµØ,569.00,25,0,,3084,9235³Í°ò¥ÃµØ,570.00,7349,3065 
3085,9235³Í°ò¥ÃµØ,571.00,8860,0,,3086,9235³Í°ò¥ÃµØ,572.00,2146,0 
3087,9235³Í°ò¥ÃµØ,573.00,17,1050,,3088,9236³Í°òªê§À,569.00,3010,1000 
3089,9236³Í°òªê§À,570.00,2674,0,,3090,9236³Í°òªê§À,571.00,1684,0 
3091,9236³Í°òªê§À,572.00,246,40,,3092,9237³Í°ò´°¥_,569.00,100,0 
3093,9237³Í°ò´°¥_,570.00,4491,0,,3094,9237³Í°ò´°¥_,571.00,2499,0 
3095,9237³Í°ò´°¥_,572.00,395,49,,3096,9237³Í°ò´°¥_,573.00,1030,0 
3097,9238³Í°ò¤hªL,566.00,5000,0,,3098,9238³Í°ò¤hªL,569.00,5053,0 
3099,9238³Í°ò¤hªL,570.00,19348,1000,,3100,9238³Í°ò¤hªL,571.00,4595,7010 
3101,9238³Í°ò¤hªL,572.00,1459,10,,3102,9238³Í°ò¤hªL,573.00,102,0 
3103,9239³Í°ò¥«¬F,566.00,16000,84000,,3104,9239³Í°ò¥«¬F,569.00,1125,1000 
3105,9239³Í°ò¥«¬F,570.00,35676,16100,,3106,9239³Í°ò¥«¬F,571.00,13810,10052 
3107,9239³Í°ò¥«¬F,572.00,2595,8600,,3108,9239³Í°ò¥«¬F,573.00,115,500 
3109,9252³Í°ò¹Å¸q,566.00,1000,0,,3110,9252³Í°ò¹Å¸q,569.00,2009,0 
3111,9252³Í°ò¹Å¸q,570.00,6011,2005,,3112,9252³Í°ò¹Å¸q,571.00,4799,0 
3113,9252³Í°ò¹Å¸q,572.00,1580,18,,3114,9254³Í°ò¬ì¶é,566.00,17000,0 
3115,9254³Í°ò¬ì¶é,569.00,12253,0,,3116,9254³Í°ò¬ì¶é,570.00,28328,0 
3117,9254³Í°ò¬ì¶é,571.00,9391,2000,,3118,9254³Í°ò¬ì¶é,572.00,1446,0 
3119,9254³Í°ò¬ì¶é,573.00,170,0,,3120,9255³Í°ò©M¥­,566.00,2000,0 
3121,9255³Í°ò©M¥­,569.00,3118,1000,,3122,9255³Í°ò©M¥­,570.00,17242,135 
3123,9255³Í°ò©M¥­,571.00,12622,0,,3124,9255³Í°ò©M¥­,572.00,1130,0 
3125,9255³Í°ò©M¥­,573.00,10,0,,3126,9256³Í°ò«n®r,566.00,4000,0 
3127,9256³Í°ò«n®r,569.00,2100,2000,,3128,9256³Í°ò«n®r,570.00,12682,1000 
3129,9256³Í°ò«n®r,571.00,8818,0,,3130,9256³Í°ò«n®r,572.00,3505,0 
3131,9256³Í°ò«n®r,573.00,35,0,,3132,9257³Í°òªL¤f,566.00,2000,0 
3133,9257³Í°òªL¤f,569.00,7018,0,,3134,9257³Í°òªL¤f,570.00,13891,1000 
3135,9257³Í°òªL¤f,571.00,2658,1050,,3136,9257³Í°òªL¤f,572.00,321,0 
3137,9257³Í°òªL¤f,573.00,57,0,,3138,9258³Í°òÃ¹ªF,569.00,15,1000 
3139,9258³Í°òÃ¹ªF,570.00,3300,60,,3140,9258³Í°òÃ¹ªF,571.00,1589,1000 
3141,9258³Í°òÃ¹ªF,572.00,1449,0,,3142,9258³Í°òÃ¹ªF,573.00,60,0 
3143,9266³Í°ò·sÂ×,566.00,8000,0,,3144,9266³Í°ò·sÂ×,569.00,4210,0 
3145,9266³Í°ò·sÂ×,570.00,10652,200,,3146,9266³Í°ò·sÂ×,571.00,5969,16140 
3147,9266³Í°ò·sÂ×,572.00,545,600,,3148,9266³Í°ò·sÂ×,573.00,80,0 
3149,9268³Í°ò¥x¥_,566.00,136000,47000,,3150,9268³Í°ò¥x¥_,569.00,24678,8000 
3151,9268³Í°ò¥x¥_,570.00,253275,359952,,3152,9268³Í°ò¥x¥_,571.00,258414,95221 
3153,9268³Í°ò¥x¥_,572.00,13839,33992,,3154,9268³Í°ò¥x¥_,573.00,200,30 
3155,9272³Í°ò¦Ë¬ì,566.00,11000,1000,,3156,9272³Í°ò¦Ë¬ì,569.00,25440,1000 
3157,9272³Í°ò¦Ë¬ì,570.00,30220,5288,,3158,9272³Í°ò¦Ë¬ì,571.00,22415,1040 
3159,9272³Í°ò¦Ë¬ì,572.00,5053,0,,3160,9272³Í°ò¦Ë¬ì,573.00,220,0 
3161,9273³Í°ò¦ËªF,570.00,3887,0,,3162,9273³Í°ò¦ËªF,571.00,3540,0 
3163,9273³Í°ò¦ËªF,572.00,158,0,,3164,9274³Í°ò»ñ¤s,569.00,62,2000 
3165,9274³Í°ò»ñ¤s,570.00,4870,0,,3166,9274³Í°ò»ñ¤s,571.00,7739,0 
3167,9274³Í°ò»ñ¤s,572.00,219,0,,3168,9274³Í°ò»ñ¤s,573.00,132,0 
3169,9275³Í°ò¤T¦h,566.00,3000,0,,3170,9275³Í°ò¤T¦h,569.00,202,1000 
3171,9275³Í°ò¤T¦h,570.00,4926,0,,3172,9275³Í°ò¤T¦h,571.00,3244,0 
3173,9275³Í°ò¤T¦h,572.00,140,0,,3174,9275³Í°ò¤T¦h,573.00,140,0 
3175,9276³Í°ò­]®ß,566.00,1000,5000,,3176,9276³Í°ò­]®ß,569.00,5020,0 
3177,9276³Í°ò­]®ß,570.00,8510,100,,3178,9276³Í°ò­]®ß,571.00,1638,0 
3179,9276³Í°ò­]®ß,572.00,480,0,,3180,9276³Í°ò­]®ß,573.00,40,0 
3181,9278³Í°ò¥Ã±d,566.00,3000,4000,,3182,9278³Í°ò¥Ã±d,569.00,4020,1000 
3183,9278³Í°ò¥Ã±d,570.00,9495,2100,,3184,9278³Í°ò¥Ã±d,571.00,3151,0 
3185,9278³Í°ò¥Ã±d,572.00,2309,0,,3186,9278³Í°ò¥Ã±d,573.00,62,0 
3187,9281³Í°ò¤æ¤»,566.00,1000,0,,3188,9281³Í°ò¤æ¤»,569.00,1050,0 
3189,9281³Í°ò¤æ¤»,570.00,5420,0,,3190,9281³Í°ò¤æ¤»,571.00,53,0 
3191,9281³Í°ò¤æ¤»,572.00,270,0,,3192,9281³Í°ò¤æ¤»,573.00,20,0 
3193,9283³Í°ò¥_ªù,566.00,1000,1000,,3194,9283³Í°ò¥_ªù,569.00,2011,0 
3195,9283³Í°ò¥_ªù,570.00,11703,1015,,3196,9283³Í°ò¥_ªù,571.00,6128,15 
3197,9283³Í°ò¥_ªù,572.00,466,44,,3198,9283³Í°ò¥_ªù,573.00,20,0 
3199,9285³Í°ò¤¤Ãc,566.00,6000,1000,,3200,9285³Í°ò¤¤Ãc,569.00,4232,2000 
3201,9285³Í°ò¤¤Ãc,570.00,33821,6000,,3202,9285³Í°ò¤¤Ãc,571.00,14534,12000 
3203,9285³Í°ò¤¤Ãc,572.00,3051,0,,3204,9285³Í°ò¤¤Ãc,573.00,1347,0 
3205,9287³Í°ò¤º´ò,566.00,1000,1000,,3206,9287³Í°ò¤º´ò,569.00,164,2000 
3207,9287³Í°ò¤º´ò,570.00,7517,1000,,3208,9287³Í°ò¤º´ò,571.00,1726,0 
3209,9287³Í°ò¤º´ò,572.00,1634,10,,3210,9287³Í°ò¤º´ò,573.00,100,0 
3211,9288³Í°ò®HáY,566.00,2000,0,,3212,9288³Í°ò®HáY,569.00,1050,30 
3213,9288³Í°ò®HáY,570.00,9764,0,,3214,9288³Í°ò®HáY,571.00,2663,0 
3215,9288³Í°ò®HáY,572.00,340,0,,3216,9288³Í°ò®HáY,573.00,12,0 
3217,9289³Í°ò¿³¶©,569.00,2340,100,,3218,9289³Í°ò¿³¶©,570.00,5790,0 
3219,9289³Í°ò¿³¶©,571.00,8280,3000,,3220,9289³Í°ò¿³¶©,572.00,2526,210 
3221,9291³Í°ò¤j¦w,566.00,1000,0,,3222,9291³Í°ò¤j¦w,569.00,2132,0 
3223,9291³Í°ò¤j¦w,570.00,1189,0,,3224,9291³Í°ò¤j¦w,571.00,1839,1000 
3225,9291³Í°ò¤j¦w,572.00,1019,0,,3226,9296³Í°òÀY¥÷,566.00,1000,0 
3227,9296³Í°òÀY¥÷,569.00,3000,1000,,3228,9296³Í°òÀY¥÷,570.00,5532,0 
3229,9296³Í°òÀY¥÷,571.00,674,10,,3230,9296³Í°òÀY¥÷,572.00,381,0 
3231,9296³Í°òÀY¥÷,573.00,187,0,,3232,9297³Í°ò¤å¤ß,566.00,2000,0 
3233,9297³Í°ò¤å¤ß,569.00,2038,0,,3234,9297³Í°ò¤å¤ß,570.00,4965,0 
3235,9297³Í°ò¤å¤ß,571.00,1235,50,,3236,9297³Í°ò¤å¤ß,572.00,3479,0 
3237,9300µØ«n¥Ã©÷,566.00,31000,0,,3238,9300µØ«n¥Ã©÷,569.00,15765,0 
3239,9300µØ«n¥Ã©÷,570.00,27057,5054,,3240,9300µØ«n¥Ã©÷,571.00,14756,2100 
3241,9300µØ«n¥Ã©÷,572.00,6846,1930,,3242,9300µØ«n¥Ã©÷,573.00,134,0 
3243,9302µØ«n¥x¤¤,566.00,10000,0,,3244,9302µØ«n¥x¤¤,569.00,4270,2000 
3245,9302µØ«n¥x¤¤,570.00,32221,2000,,3246,9302µØ«n¥x¤¤,571.00,13236,0 
3247,9302µØ«n¥x¤¤,572.00,4845,100,,3248,9302µØ«n¥x¤¤,573.00,333,1060 
3249,9303µØ«n°ª¶¯,566.00,15000,0,,3250,9303µØ«n°ª¶¯,569.00,2235,3000 
3251,9303µØ«n°ª¶¯,570.00,23140,6225,,3252,9303µØ«n°ª¶¯,571.00,9593,600 
3253,9303µØ«n°ª¶¯,572.00,918,0,,3254,9303µØ«n°ª¶¯,573.00,378,100 
3255,9305µØ«n·s²ø,566.00,1000,0,,3256,9305µØ«n·s²ø,569.00,103,0 
3257,9305µØ«n·s²ø,570.00,10290,500,,3258,9305µØ«n·s²ø,571.00,256,4500 
3259,9305µØ«n·s²ø,572.00,135,0,,3260,9305µØ«n·s²ø,573.00,101,0 
3261,9306µØ«n¥x«n,566.00,3000,0,,3262,9306µØ«n¥x«n,569.00,1030,0 
3263,9306µØ«n¥x«n,570.00,11367,12500,,3264,9306µØ«n¥x«n,571.00,30752,50 
3265,9306µØ«n¥x«n,572.00,320,0,,3266,9306µØ«n¥x«n,573.00,30,0 
3267,9307µØ«n¤j¦w,566.00,13000,0,,3268,9307µØ«n¤j¦w,569.00,5170,1000 
3269,9307µØ«n¤j¦w,570.00,13568,4000,,3270,9307µØ«n¤j¦w,571.00,9279,0 
3271,9307µØ«n¤j¦w,572.00,1573,10,,3272,9307µØ«n¤j¦w,573.00,52,0 
3273,9308µØ«n³Â¨§,566.00,3000,0,,3274,9308µØ«n³Â¨§,569.00,3055,0 
3275,9308µØ«n³Â¨§,570.00,14016,0,,3276,9308µØ«n³Â¨§,571.00,7880,1000 
3277,9308µØ«n³Â¨§,572.00,1054,0,,3278,9308µØ«n³Â¨§,573.00,100,0 
3279,9309µØ«n¥j«F,566.00,1000,1000,,3280,9309µØ«n¥j«F,569.00,3142,0 
3281,9309µØ«n¥j«F,570.00,5942,5300,,3282,9309µØ«n¥j«F,571.00,6253,0 
3283,9309µØ«n¥j«F,572.00,487,0,,3284,9309µØ«n¥j«F,573.00,260,0 
3285,9312µØ«n¥ÁÅv,566.00,2000,0,,3286,9312µØ«n¥ÁÅv,569.00,1070,0 
3287,9312µØ«n¥ÁÅv,570.00,6671,0,,3288,9312µØ«n¥ÁÅv,571.00,7969,36000 
3289,9312µØ«n¥ÁÅv,572.00,125220,30050,,3290,9312µØ«n¥ÁÅv,573.00,20,0 
3291,9314µØ«n¹Å¸q,566.00,0,5000,,3292,9314µØ«n¹Å¸q,569.00,3051,0 
3293,9314µØ«n¹Å¸q,570.00,11370,1000,,3294,9314µØ«n¹Å¸q,571.00,2207,0 
3295,9314µØ«n¹Å¸q,572.00,140,0,,3296,9314µØ«n¹Å¸q,573.00,10,1000 
3297,9315µØ«n­b¸Ì,569.00,1000,0,,3298,9315µØ«n­b¸Ì,570.00,1562,0 
3299,9315µØ«n­b¸Ì,571.00,200,0,,3300,9315µØ«n­b¸Ì,572.00,7,0 
3301,9315µØ«n­b¸Ì,573.00,10,0,,3302,9316µØ«n²H¤ô,566.00,6000,0 
3303,9316µØ«n²H¤ô,569.00,3160,0,,3304,9316µØ«n²H¤ô,570.00,5003,1000 
3305,9316µØ«n²H¤ô,571.00,4090,0,,3306,9316µØ«n²H¤ô,572.00,244,1050 
3307,9316µØ«n²H¤ô,573.00,0,15,,3308,9317µØ«nªL¤f,566.00,7000,1000 
3309,9317µØ«nªL¤f,569.00,4002,0,,3310,9317µØ«nªL¤f,570.00,9025,0 
3311,9317µØ«nªL¤f,571.00,5059,1000,,3312,9317µØ«nªL¤f,572.00,535,0 
3313,9317µØ«nªL¤f,573.00,200,0,,3314,9319µØ«nÅaºq,566.00,21000,0 
3315,9319µØ«nÅaºq,569.00,6015,0,,3316,9319µØ«nÅaºq,570.00,19832,30 
3317,9319µØ«nÅaºq,571.00,2799,1000,,3318,9319µØ«nÅaºq,572.00,1483,0 
3319,9319µØ«nÅaºq,573.00,40,0,,3320,9322µØ«n¤½¸Û,566.00,8000,1000 
3321,9322µØ«n¤½¸Û,569.00,5010,0,,3322,9322µØ«n¤½¸Û,570.00,12329,0 
3323,9322µØ«n¤½¸Û,571.00,6372,50,,3324,9322µØ«n¤½¸Û,572.00,133,0 
3325,9322µØ«n¤½¸Û,573.00,4,0,,3326,9323µØ«n¤p´ä,566.00,4000,0 
3327,9323µØ«n¤p´ä,569.00,8013,10000,,3328,9323µØ«n¤p´ä,570.00,7593,0 
3329,9323µØ«n¤p´ä,571.00,2461,0,,3330,9323µØ«n¤p´ä,572.00,485,0 
3331,9323µØ«n¤p´ä,573.00,150,0,,3332,9324µØ«n©£¤s,566.00,5000,1000 
3333,9324µØ«n©£¤s,569.00,2010,1000,,3334,9324µØ«n©£¤s,570.00,12105,2000 
3335,9324µØ«n©£¤s,571.00,7020,0,,3336,9324µØ«n©£¤s,572.00,1270,0 
3337,9324µØ«n©£¤s,573.00,309,200,,3338,9325µØ«n©¾§µ,566.00,7000,0 
3339,9325µØ«n©¾§µ,570.00,6616,2000,,3340,9325µØ«n©¾§µ,571.00,3256,1000 
3341,9325µØ«n©¾§µ,572.00,20950,0,,3342,9325µØ«n©¾§µ,573.00,12,0 
3343,9326µØ«n«n¨Ê,566.00,6000,1000,,3344,9326µØ«n«n¨Ê,569.00,5500,1500 
3345,9326µØ«n«n¨Ê,570.00,16267,1700,,3346,9326µØ«n«n¨Ê,571.00,15564,0 
3347,9326µØ«n«n¨Ê,572.00,4208,1000,,3348,9326µØ«n«n¨Ê,573.00,107,2000 
3349,9327µØ«n¤æ¤»,566.00,3000,0,,3350,9327µØ«n¤æ¤»,569.00,1141,0 
3351,9327µØ«n¤æ¤»,570.00,5576,34,,3352,9327µØ«n¤æ¤»,571.00,1732,230 
3353,9327µØ«n¤æ¤»,572.00,132,0,,3354,9327µØ«n¤æ¤»,573.00,353,2000 
3355,9328µØ«n¼é¦{,566.00,1000,0,,3356,9328µØ«n¼é¦{,569.00,200,0 
3357,9328µØ«n¼é¦{,570.00,7682,0,,3358,9328µØ«n¼é¦{,571.00,3863,0 
3359,9328µØ«n¼é¦{,572.00,314,1015,,3360,9329µØ«n¦µ¤l,566.00,2000,0 
3361,9329µØ«n¦µ¤l,569.00,59,0,,3362,9329µØ«n¦µ¤l,570.00,3921,1000 
3363,9329µØ«n¦µ¤l,571.00,3623,100,,3364,9329µØ«n¦µ¤l,572.00,262,0 
3365,9329µØ«n¦µ¤l,573.00,301,0,,3366,9331µØ«n»ñ¤s,566.00,2000,0 
3367,9331µØ«n»ñ¤s,569.00,11020,6000,,3368,9331µØ«n»ñ¤s,570.00,8757,0 
3369,9331µØ«n»ñ¤s,571.00,8350,25,,3370,9331µØ«n»ñ¤s,572.00,507,0 
3371,9331µØ«n»ñ¤s,573.00,120,0,,3372,9332µØ«n·£±ê,569.00,2086,0 
3373,9332µØ«n·£±ê,570.00,13107,120,,3374,9332µØ«n·£±ê,571.00,8497,100 
3375,9332µØ«n·£±ê,572.00,263,0,,3376,9332µØ«n·£±ê,573.00,173,0 
3377,9333µØ«nªø­i,566.00,3000,1000,,3378,9333µØ«nªø­i,569.00,3260,0 
3379,9333µØ«nªø­i,570.00,6806,0,,3380,9333µØ«nªø­i,571.00,3836,0 
3381,9333µØ«nªø­i,572.00,1607,100,,3382,9333µØ«nªø­i,573.00,55,0 
3383,9334µØ«n¥@¶T,566.00,1000,0,,3384,9334µØ«n¥@¶T,569.00,1025,100 
3385,9334µØ«n¥@¶T,570.00,10694,3000,,3386,9334µØ«n¥@¶T,571.00,1567,6000 
3387,9334µØ«n¥@¶T,572.00,1384,0,,3388,9337µØ«n¤ºÃc,569.00,31,0 
3389,9337µØ«n¤ºÃc,570.00,6058,1200,,3390,9337µØ«n¤ºÃc,571.00,2720,360 
3391,9337µØ«n¤ºÃc,572.00,1844,69,,3392,9337µØ«n¤ºÃc,573.00,17,0 
3393,9339µØ«n¦Ë¥_,566.00,2000,0,,3394,9339µØ«n¦Ë¥_,569.00,5030,0 
3395,9339µØ«n¦Ë¥_,570.00,6486,0,,3396,9339µØ«n¦Ë¥_,571.00,3063,400 
3397,9339µØ«n¦Ë¥_,572.00,377,400,,3398,9339µØ«n¦Ë¥_,573.00,85,0 
3399,9343µØ«nÀY¥÷,566.00,3000,0,,3400,9343µØ«nÀY¥÷,569.00,70,0 
3401,9343µØ«nÀY¥÷,570.00,4285,1000,,3402,9343µØ«nÀY¥÷,571.00,1162,0 
3403,9343µØ«nÀY¥÷,572.00,1339,0,,3404,9343µØ«nÀY¥÷,573.00,4,0 
3405,9347µØ«n´°«n,566.00,2000,1000,,3406,9347µØ«n´°«n,569.00,51000,0 
3407,9347µØ«n´°«n,570.00,64875,1000,,3408,9347µØ«n´°«n,571.00,4600,1000 
3409,9347µØ«n´°«n,572.00,50199,0,,3410,9349µØ«n¦X®õ,566.00,1000,3000 
3411,9349µØ«n¦X®õ,569.00,1280,0,,3412,9349µØ«n¦X®õ,570.00,13849,500 
