¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2330"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
3603,9666´I¨¹«n¤Ù,573.00,50,0,,3604,9667´I¨¹¥x«n,566.00,6000,0 
3605,9667´I¨¹¥x«n,569.00,7144,0,,3606,9667´I¨¹¥x«n,570.00,36468,1000 
3607,9667´I¨¹¥x«n,571.00,39110,167,,3608,9667´I¨¹¥x«n,572.00,1895,110 
3609,9667´I¨¹¥x«n,573.00,313,0,,3610,966F´I¨¹¥ªÀç,566.00,7000,1000 
3611,966F´I¨¹¥ªÀç,569.00,186,0,,3612,966F´I¨¹¥ªÀç,570.00,8731,19 
3613,966F´I¨¹¥ªÀç,571.00,10898,1091,,3614,966F´I¨¹¥ªÀç,572.00,2169,260 
3615,966F´I¨¹¥ªÀç,573.00,480,0,,3616,9672´I¨¹­ûªL,566.00,6000,7000 
3617,9672´I¨¹­ûªL,569.00,3161,0,,3618,9672´I¨¹­ûªL,570.00,14429,1108 
3619,9672´I¨¹­ûªL,571.00,4161,3000,,3620,9672´I¨¹­ûªL,572.00,2854,0 
3621,9672´I¨¹­ûªL,573.00,16,0,,3622,9676´I¨¹¤¯·R,566.00,47000,22000 
3623,9676´I¨¹¤¯·R,569.00,36202,12000,,3624,9676´I¨¹¤¯·R,570.00,81511,71635 
3625,9676´I¨¹¤¯·R,571.00,69163,1225,,3626,9676´I¨¹¤¯·R,572.00,18678,1015 
3627,9676´I¨¹¤¯·R,573.00,788,0,,3628,9677´I¨¹¤T­«,566.00,4000,3000 
3629,9677´I¨¹¤T­«,569.00,5637,0,,3630,9677´I¨¹¤T­«,570.00,7860,24 
3631,9677´I¨¹¤T­«,571.00,17214,650,,3632,9677´I¨¹¤T­«,572.00,1756,2100 
3633,9677´I¨¹¤T­«,573.00,101,0,,3634,9686´I¨¹©yÄõ,566.00,3000,3000 
3635,9686´I¨¹©yÄõ,569.00,1060,2000,,3636,9686´I¨¹©yÄõ,570.00,7941,150 
3637,9686´I¨¹©yÄõ,571.00,5813,110,,3638,9686´I¨¹©yÄõ,572.00,465,0 
3639,9686´I¨¹©yÄõ,573.00,35,300,,3640,9692´I¨¹¹Å¸q,566.00,4000,0 
3641,9692´I¨¹¹Å¸q,569.00,2548,0,,3642,9692´I¨¹¹Å¸q,570.00,20684,1003 
3643,9692´I¨¹¹Å¸q,571.00,11926,0,,3644,9692´I¨¹¹Å¸q,572.00,3007,0 
3645,9692´I¨¹¹Å¸q,573.00,18,0,,3646,9693´I¨¹·sÀç,566.00,2000,0 
3647,9693´I¨¹·sÀç,569.00,2000,0,,3648,9693´I¨¹·sÀç,570.00,3269,1000 
3649,9693´I¨¹·sÀç,571.00,813,0,,3650,9693´I¨¹·sÀç,572.00,1854,0 
3651,9693´I¨¹·sÀç,573.00,210,0,,3652,9697´I¨¹ªê§À,566.00,2000,0 
3653,9697´I¨¹ªê§À,569.00,3180,1000,,3654,9697´I¨¹ªê§À,570.00,8319,5000 
3655,9697´I¨¹ªê§À,571.00,13861,0,,3656,9697´I¨¹ªê§À,572.00,458,0 
3657,9697´I¨¹ªê§À,573.00,1,0,,3658,969C´I¨¹¥_´ä,569.00,6100,1000 
3659,969C´I¨¹¥_´ä,570.00,9953,0,,3660,969C´I¨¹¥_´ä,571.00,518,0 
3661,969C´I¨¹¥_´ä,572.00,138,0,,3662,969C´I¨¹¥_´ä,573.00,60,0 
3663,9800¤¸¤j,566.00,145000,36000,,3664,9800¤¸¤j,569.00,10280,6000 
3665,9800¤¸¤j,570.00,139090,189007,,3666,9800¤¸¤j,571.00,196896,495341 
3667,9800¤¸¤j,572.00,64509,120644,,3668,9800¤¸¤j,573.00,4475,5019 
3669,9801¤¸¤j«°ªF,566.00,10000,1000,,3670,9801¤¸¤j«°ªF,569.00,3196,0 
3671,9801¤¸¤j«°ªF,570.00,15602,1281,,3672,9801¤¸¤j«°ªF,571.00,8447,1000 
3673,9801¤¸¤j«°ªF,572.00,11659,0,,3674,9801¤¸¤j«°ªF,573.00,118,0 
3675,980a¤¸¤j©Ó¼w,566.00,9000,0,,3676,980a¤¸¤j©Ó¼w,569.00,9188,1000 
3677,980a¤¸¤j©Ó¼w,570.00,14337,1067,,3678,980a¤¸¤j©Ó¼w,571.00,3955,90 
3679,980a¤¸¤j©Ó¼w,572.00,413,20,,3680,980a¤¸¤j©Ó¼w,573.00,139,0 
3681,980C¤¸¤j¤æ¤»,566.00,6000,0,,3682,980C¤¸¤j¤æ¤»,569.00,2224,0 
3683,980C¤¸¤j¤æ¤»,570.00,16221,300,,3684,980C¤¸¤j¤æ¤»,571.00,4469,19 
3685,980C¤¸¤j¤æ¤»,572.00,1799,75,,3686,980C¤¸¤j¤æ¤»,573.00,955,0 
3687,980d¤¸¤j¨F³À,566.00,2000,0,,3688,980d¤¸¤j¨F³À,569.00,3806,0 
3689,980d¤¸¤j¨F³À,570.00,10548,3000,,3690,980d¤¸¤j¨F³À,571.00,4365,220 
3691,980d¤¸¤j¨F³À,572.00,1224,27,,3692,980d¤¸¤j¨F³À,573.00,275,26 
3693,980D¤¸¤j¶}¤¸,566.00,3000,0,,3694,980D¤¸¤j¶}¤¸,569.00,395,5000 
3695,980D¤¸¤j¶}¤¸,570.00,16997,6000,,3696,980D¤¸¤j¶}¤¸,571.00,7751,20 
3697,980D¤¸¤j¶}¤¸,572.00,1291,0,,3698,980D¤¸¤j¶}¤¸,573.00,230,20 
3699,980e¤¸¤j²M¤ô,566.00,8000,1000,,3700,980e¤¸¤j²M¤ô,569.00,3316,0 
3701,980e¤¸¤j²M¤ô,570.00,14439,150,,3702,980e¤¸¤j²M¤ô,571.00,6447,1050 
3703,980e¤¸¤j²M¤ô,572.00,1453,0,,3704,980e¤¸¤j²M¤ô,573.00,103,0 
3705,980h¤¸¤j¥x¥_,566.00,3000,0,,3706,980h¤¸¤j¥x¥_,569.00,8005,0 
3707,980h¤¸¤j¥x¥_,570.00,11346,0,,3708,980h¤¸¤j¥x¥_,571.00,55226,0 
3709,980h¤¸¤j¥x¥_,572.00,1494,0,,3710,980h¤¸¤j¥x¥_,573.00,40,0 
3711,980K¤¸¤j¦Ë¬ì,566.00,14000,1000,,3712,980K¤¸¤j¦Ë¬ì,569.00,6415,140 
3713,980K¤¸¤j¦Ë¬ì,570.00,40234,2000,,3714,980K¤¸¤j¦Ë¬ì,571.00,15197,255 
3715,980K¤¸¤j¦Ë¬ì,572.00,5309,5,,3716,980K¤¸¤j¦Ë¬ì,573.00,1299,2 
3717,980l¤¸¤jªê§À,566.00,3000,0,,3718,980l¤¸¤jªê§À,569.00,2387,0 
3719,980l¤¸¤jªê§À,570.00,3844,0,,3720,980l¤¸¤jªê§À,571.00,5124,100 
3721,980l¤¸¤jªê§À,572.00,2462,0,,3722,980l¤¸¤jªê§À,573.00,81,0 
3723,980Q¤¸¤j«n®r,566.00,2000,0,,3724,980Q¤¸¤j«n®r,569.00,2012,0 
3725,980Q¤¸¤j«n®r,570.00,5853,601,,3726,980Q¤¸¤j«n®r,571.00,10407,1001 
3727,980Q¤¸¤j«n®r,572.00,339,4,,3728,980Q¤¸¤j«n®r,573.00,165,0 
3729,980R¤¸¤j«n®ü,566.00,7000,0,,3730,980R¤¸¤j«n®ü,569.00,5000,0 
3731,980R¤¸¤j«n®ü,570.00,5314,4020,,3732,980R¤¸¤j«n®ü,571.00,1516,1250 
3733,980R¤¸¤j«n®ü,572.00,799,2000,,3734,980R¤¸¤j«n®ü,573.00,4,1000 
3735,980u¤¸¤j©²«°,566.00,7000,0,,3736,980u¤¸¤j©²«°,569.00,2359,0 
3737,980u¤¸¤j©²«°,570.00,13490,1010,,3738,980u¤¸¤j©²«°,571.00,24806,0 
3739,980u¤¸¤j©²«°,572.00,746,50,,3740,980u¤¸¤j©²«°,573.00,440,0 
3741,980w¤¸¤j¦è¤Ù,566.00,2000,0,,3742,980w¤¸¤j¦è¤Ù,569.00,6218,0 
3743,980w¤¸¤j¦è¤Ù,570.00,8545,0,,3744,980w¤¸¤j¦è¤Ù,571.00,5128,0 
3745,980w¤¸¤j¦è¤Ù,572.00,2056,110,,3746,980w¤¸¤j¦è¤Ù,573.00,76,17 
3747,9812¤¸¤j¥x¤¤,566.00,1000,0,,3748,9812¤¸¤j¥x¤¤,569.00,2062,0 
3749,9812¤¸¤j¥x¤¤,570.00,13504,4000,,3750,9812¤¸¤j¥x¤¤,571.00,5930,362 
3751,9812¤¸¤j¥x¤¤,572.00,4566,0,,3752,9812¤¸¤j¥x¤¤,573.00,208,0 
3753,9813¤¸¤j¤K¼w,566.00,3000,2000,,3754,9813¤¸¤j¤K¼w,569.00,8005,0 
3755,9813¤¸¤j¤K¼w,570.00,11195,0,,3756,9813¤¸¤j¤K¼w,571.00,17089,13 
3757,9813¤¸¤j¤K¼w,572.00,3686,4,,3758,9814¤¸¤j¤j¯q,566.00,8000,0 
3759,9814¤¸¤j¤j¯q,569.00,5386,0,,3760,9814¤¸¤j¤j¯q,570.00,24762,1020 
3761,9814¤¸¤j¤j¯q,571.00,14762,1000,,3762,9814¤¸¤j¤j¯q,572.00,836,0 
3763,9814¤¸¤j¤j¯q,573.00,253,0,,3764,9815¤¸¤j¤jÆW,566.00,1000,0 
3765,9815¤¸¤j¤jÆW,569.00,6223,0,,3766,9815¤¸¤j¤jÆW,570.00,11568,100 
3767,9815¤¸¤j¤jÆW,571.00,5158,2030,,3768,9815¤¸¤j¤jÆW,572.00,868,0 
3769,9815¤¸¤j¤jÆW,573.00,350,0,,3770,9816¤¸¤j·s¦Ë,566.00,6000,0 
3771,9816¤¸¤j·s¦Ë,569.00,2617,7000,,3772,9816¤¸¤j·s¦Ë,570.00,10447,16297 
3773,9816¤¸¤j·s¦Ë,571.00,22981,13115,,3774,9816¤¸¤j·s¦Ë,572.00,2155,416 
3775,9816¤¸¤j·s¦Ë,573.00,115,110,,3776,9817¤¸¤jªF®õ,566.00,5000,0 
3777,9817¤¸¤jªF®õ,569.00,5255,1000,,3778,9817¤¸¤jªF®õ,570.00,12367,1000 
3779,9817¤¸¤jªF®õ,571.00,4501,25,,3780,9817¤¸¤jªF®õ,572.00,4889,1000 
3781,9817¤¸¤jªF®õ,573.00,105,0,,3782,981a¤¸¤jÂk¤¯,566.00,1000,0 
3783,981a¤¸¤jÂk¤¯,569.00,5254,2000,,3784,981a¤¸¤jÂk¤¯,570.00,11336,1500 
3785,981a¤¸¤jÂk¤¯,571.00,8935,88,,3786,981a¤¸¤jÂk¤¯,572.00,1046,40 
3787,981a¤¸¤jÂk¤¯,573.00,132,0,,3788,981A¤¸¤jÅaºq,566.00,1000,0 
3789,981A¤¸¤jÅaºq,569.00,1083,0,,3790,981A¤¸¤jÅaºq,570.00,5908,3 
3791,981A¤¸¤jÅaºq,571.00,985,0,,3792,981A¤¸¤jÅaºq,572.00,360,1000 
3793,981A¤¸¤jÅaºq,573.00,142,0,,3794,981B¤¸¤j¦Ë¥_,566.00,3000,0 
3795,981B¤¸¤j¦Ë¥_,569.00,5221,2000,,3796,981B¤¸¤j¦Ë¥_,570.00,11617,400 
3797,981B¤¸¤j¦Ë¥_,571.00,7083,506,,3798,981B¤¸¤j¦Ë¥_,572.00,1571,0 
3799,981B¤¸¤j¦Ë¥_,573.00,132,0,,3800,981C¤¸¤j¸ô¦Ë,566.00,6000,0 
3801,981C¤¸¤j¸ô¦Ë,569.00,1460,0,,3802,981C¤¸¤j¸ô¦Ë,570.00,26024,2050 
3803,981C¤¸¤j¸ô¦Ë,571.00,2426,0,,3804,981C¤¸¤j¸ô¦Ë,572.00,1507,1000 
3805,981C¤¸¤j¸ô¦Ë,573.00,423,0,,3806,981D¤¸¤j«n§ë,566.00,3000,0 
3807,981D¤¸¤j«n§ë,569.00,5320,0,,3808,981D¤¸¤j«n§ë,570.00,14797,1500 
3809,981D¤¸¤j«n§ë,571.00,9315,0,,3810,981D¤¸¤j«n§ë,572.00,5129,5000 
3811,981D¤¸¤j«n§ë,573.00,227,0,,3812,981e¤¸¤j¨Î¨½,566.00,2000,0 
3813,981e¤¸¤j¨Î¨½,569.00,8390,2,,3814,981e¤¸¤j¨Î¨½,570.00,12020,6000 
3815,981e¤¸¤j¨Î¨½,571.00,5882,1022,,3816,981e¤¸¤j¨Î¨½,572.00,392,0 
3817,981e¤¸¤j¨Î¨½,573.00,225,0,,3818,981E¤¸¤jµo°],566.00,4000,0 
3819,981E¤¸¤jµo°],569.00,4060,0,,3820,981E¤¸¤jµo°],570.00,2558,1000 
3821,981E¤¸¤jµo°],571.00,4618,0,,3822,981E¤¸¤jµo°],572.00,689,0 
3823,981E¤¸¤jµo°],573.00,158,500,,3824,981F¤¸¤jºÖÀç,566.00,5000,1000 
3825,981F¤¸¤jºÖÀç,569.00,4100,0,,3826,981F¤¸¤jºÖÀç,570.00,21289,1400 
3827,981F¤¸¤jºÖÀç,571.00,8979,960,,3828,981F¤¸¤jºÖÀç,572.00,305,0 
3829,981F¤¸¤jºÖÀç,573.00,20,20,,3830,981g¤¸¤j¤j¨½,566.00,8000,0 
3831,981g¤¸¤j¤j¨½,569.00,5199,0,,3832,981g¤¸¤j¤j¨½,570.00,22118,4103 
3833,981g¤¸¤j¤j¨½,571.00,3959,200,,3834,981g¤¸¤j¤j¨½,572.00,1153,0 
3835,981g¤¸¤j¤j¨½,573.00,828,3,,3836,981G¤¸¤j¹ü¤Æ,566.00,2000,0 
3837,981G¤¸¤j¹ü¤Æ,569.00,5255,1000,,3838,981G¤¸¤j¹ü¤Æ,570.00,12714,3000 
3839,981G¤¸¤j¹ü¤Æ,571.00,4648,100,,3840,981G¤¸¤j¹ü¤Æ,572.00,7967,5 
3841,981G¤¸¤j¹ü¤Æ,573.00,200,0,,3842,981h¤¸¤j«Ì¥Í,566.00,6000,0 
3843,981h¤¸¤j«Ì¥Í,569.00,3166,0,,3844,981h¤¸¤j«Ì¥Í,570.00,12399,4009 
3845,981h¤¸¤j«Ì¥Í,571.00,4481,2018,,3846,981h¤¸¤j«Ì¥Í,572.00,2915,60 
3847,981h¤¸¤j«Ì¥Í,573.00,135,0,,3848,981i¤¸¤j¦èÁ³,566.00,2000,0 
3849,981i¤¸¤j¦èÁ³,569.00,1048,0,,3850,981i¤¸¤j¦èÁ³,570.00,2912,3000 
3851,981i¤¸¤j¦èÁ³,571.00,2946,39,,3852,981i¤¸¤j¦èÁ³,572.00,444,0 
3853,981I¤¸¤j¤Ñ¥À,566.00,13000,0,,3854,981I¤¸¤j¤Ñ¥À,569.00,9335,2000 
3855,981I¤¸¤j¤Ñ¥À,570.00,28731,6000,,3856,981I¤¸¤j¤Ñ¥À,571.00,19721,2156 
3857,981I¤¸¤j¤Ñ¥À,572.00,1633,1000,,3858,981I¤¸¤j¤Ñ¥À,573.00,259,0 
3859,981j¤¸¤j¤hªL,566.00,7000,1000,,3860,981j¤¸¤j¤hªL,569.00,3197,0 
3861,981j¤¸¤j¤hªL,570.00,26403,1300,,3862,981j¤¸¤j¤hªL,571.00,12010,1350 
3863,981j¤¸¤j¤hªL,572.00,1266,100,,3864,981j¤¸¤j¤hªL,573.00,2372,400 
3865,981K¤¸¤jªL¶é,569.00,50,0,,3866,981K¤¸¤jªL¶é,570.00,9372,100 
3867,981K¤¸¤jªL¶é,571.00,2835,50,,3868,981K¤¸¤jªL¶é,572.00,275,0 
3869,981K¤¸¤jªL¶é,573.00,71,0,,3870,981L¤¸¤j²÷¥ú,566.00,14000,0 
3871,981L¤¸¤j²÷¥ú,569.00,1455,1000,,3872,981L¤¸¤j²÷¥ú,570.00,23096,2110 
3873,981L¤¸¤j²÷¥ú,571.00,14863,150,,3874,981L¤¸¤j²÷¥ú,572.00,4016,35 
3875,981L¤¸¤j²÷¥ú,573.00,45,0,,3876,981m¤¸¤j«eª÷,566.00,6000,0 
3877,981m¤¸¤j«eª÷,569.00,2553,1000,,3878,981m¤¸¤j«eª÷,570.00,23857,1010 
3879,981m¤¸¤j«eª÷,571.00,19431,2493,,3880,981m¤¸¤j«eª÷,572.00,1901,300 
3881,981m¤¸¤j«eª÷,573.00,192,1100,,3882,981M¤¸¤j­]®ß,569.00,1115,0 
3883,981M¤¸¤j­]®ß,570.00,1908,200,,3884,981M¤¸¤j­]®ß,571.00,807,0 
3885,981M¤¸¤j­]®ß,572.00,2130,10,,3886,981M¤¸¤j­]®ß,573.00,0,100 
3887,981n¤¸¤jºX¤s,566.00,3000,1000,,3888,981n¤¸¤jºX¤s,569.00,3002,0 
3889,981n¤¸¤jºX¤s,570.00,6529,0,,3890,981n¤¸¤jºX¤s,571.00,9418,0 
3891,981n¤¸¤jºX¤s,572.00,1061,0,,3892,981n¤¸¤jºX¤s,573.00,10,1335 
3893,981N¤¸¤jª÷ªù,566.00,5000,1000,,3894,981N¤¸¤jª÷ªù,569.00,3220,0 
3895,981N¤¸¤jª÷ªù,570.00,5394,0,,3896,981N¤¸¤jª÷ªù,571.00,2685,3 
3897,981N¤¸¤jª÷ªù,572.00,981,120,,3898,981N¤¸¤jª÷ªù,573.00,165,100 
3899,981p¤¸¤jªQ¤s,566.00,11000,0,,3900,981p¤¸¤jªQ¤s,569.00,70,4000 
3901,981p¤¸¤jªQ¤s,570.00,6723,1070,,3902,981p¤¸¤jªQ¤s,571.00,5267,100 
3903,981p¤¸¤jªQ¤s,572.00,1463,0,,3904,981p¤¸¤jªQ¤s,573.00,70,0 
3905,981q¤¸¤j¸UµØ,566.00,3000,1000,,3906,981q¤¸¤j¸UµØ,569.00,5420,1000 
3907,981q¤¸¤j¸UµØ,570.00,8928,2004,,3908,981q¤¸¤j¸UµØ,571.00,8427,1030 
3909,981q¤¸¤j¸UµØ,572.00,1804,0,,3910,981q¤¸¤j¸UµØ,573.00,10,0 
3911,981Q¤¸¤j¤Ó¥­,566.00,5000,0,,3912,981Q¤¸¤j¤Ó¥­,569.00,5183,45 
3913,981Q¤¸¤j¤Ó¥­,570.00,5627,1029,,3914,981Q¤¸¤j¤Ó¥­,571.00,4497,2000 
3915,981Q¤¸¤j¤Ó¥­,572.00,906,0,,3916,981Q¤¸¤j¤Ó¥­,573.00,349,0 
3917,981r¤¸¤j«Ì«n,566.00,2000,0,,3918,981r¤¸¤j«Ì«n,569.00,2210,0 
3919,981r¤¸¤j«Ì«n,570.00,7789,251,,3920,981r¤¸¤j«Ì«n,571.00,6050,410 
3921,981r¤¸¤j«Ì«n,572.00,535,1000,,3922,981r¤¸¤j«Ì«n,573.00,257,0 
3923,981R¤¸¤j¦Ë¤s,566.00,2000,0,,3924,981R¤¸¤j¦Ë¤s,569.00,3927,0 
3925,981R¤¸¤j¦Ë¤s,570.00,3037,0,,3926,981R¤¸¤j¦Ë¤s,571.00,3886,65 
3927,981R¤¸¤j¦Ë¤s,572.00,713,25,,3928,981R¤¸¤j¦Ë¤s,573.00,1122,5 
3929,981S¤¸¤j±R¼w,566.00,7000,3000,,3930,981S¤¸¤j±R¼w,569.00,7317,0 
3931,981S¤¸¤j±R¼w,570.00,7788,0,,3932,981S¤¸¤j±R¼w,571.00,9383,150 
3933,981S¤¸¤j±R¼w,572.00,1172,10,,3934,981S¤¸¤j±R¼w,573.00,31,0 
3935,981U¤¸¤jµØ¤s,566.00,3000,0,,3936,981U¤¸¤jµØ¤s,569.00,70,0 
3937,981U¤¸¤jµØ¤s,570.00,6054,5000,,3938,981U¤¸¤jµØ¤s,571.00,5913,0 
3939,981U¤¸¤jµØ¤s,572.00,275,0,,3940,981U¤¸¤jµØ¤s,573.00,8025,0 
3941,981V¤¸¤j¥Á¶¯,566.00,2000,0,,3942,981V¤¸¤j¥Á¶¯,569.00,3,0 
3943,981V¤¸¤j¥Á¶¯,570.00,5177,0,,3944,981V¤¸¤j¥Á¶¯,571.00,3971,100 
3945,981V¤¸¤j¥Á¶¯,572.00,294,130,,3946,981V¤¸¤j¥Á¶¯,573.00,33,0 
3947,981X¤¸¤j·s¥Í,566.00,12000,0,,3948,981X¤¸¤j·s¥Í,569.00,112,0 
3949,981X¤¸¤j·s¥Í,570.00,5990,450,,3950,981X¤¸¤j·s¥Í,571.00,2108,300 
3951,981X¤¸¤j·s¥Í,572.00,348,219,,3952,981X¤¸¤j·s¥Í,573.00,40,0 
3953,981y¤¸¤jµ½¤Æ,566.00,6000,0,,3954,981y¤¸¤jµ½¤Æ,569.00,5228,0 
3955,981y¤¸¤jµ½¤Æ,570.00,10257,3000,,3956,981y¤¸¤jµ½¤Æ,571.00,9334,2115 
3957,981y¤¸¤jµ½¤Æ,572.00,5737,115,,3958,981y¤¸¤jµ½¤Æ,573.00,213,0 
3959,981z¤¸¤j¤j²Î,566.00,1000,0,,3960,981z¤¸¤j¤j²Î,569.00,4152,1000 
3961,981z¤¸¤j¤j²Î,570.00,21310,8000,,3962,981z¤¸¤j¤j²Î,571.00,3962,0 
3963,981z¤¸¤j¤j²Î,572.00,1384,0,,3964,981z¤¸¤j¤j²Î,573.00,63,0 
3965,981Z¤¸¤j¼é¦{,569.00,16,0,,3966,981Z¤¸¤j¼é¦{,570.00,10648,500 
3967,981Z¤¸¤j¼é¦{,571.00,4329,120,,3968,981Z¤¸¤j¼é¦{,572.00,2677,9 
3969,981Z¤¸¤j¼é¦{,573.00,110,250,,3970,9822¤¸¤j¾Ç©²,566.00,2000,1000 
3971,9822¤¸¤j¾Ç©²,569.00,3451,0,,3972,9822¤¸¤j¾Ç©²,570.00,9044,122 
3973,9822¤¸¤j¾Ç©²,571.00,3585,10,,3974,9822¤¸¤j¾Ç©²,572.00,798,1000 
3975,9822¤¸¤j¾Ç©²,573.00,45,10,,3976,9824¤¸¤j¦V¤W,566.00,7000,0 
3977,9824¤¸¤j¦V¤W,569.00,4070,0,,3978,9824¤¸¤j¦V¤W,570.00,2671,115 
3979,9824¤¸¤j¦V¤W,571.00,2930,1000,,3980,9824¤¸¤j¦V¤W,572.00,636,0 
3981,9824¤¸¤j¦V¤W,573.00,20,0,,3982,9825¤¸¤j·sÀç,566.00,2000,0 
3983,9825¤¸¤j·sÀç,569.00,3241,1000,,3984,9825¤¸¤j·sÀç,570.00,9344,137 
3985,9825¤¸¤j·sÀç,571.00,5865,204,,3986,9825¤¸¤j·sÀç,572.00,691,0 
3987,9825¤¸¤j·sÀç,573.00,50,0,,3988,9829¤¸¤j¥Ã±d,569.00,1360,0 
3989,9829¤¸¤j¥Ã±d,570.00,6243,0,,3990,9829¤¸¤j¥Ã±d,571.00,2901,186 
3991,9829¤¸¤j¥Ã±d,572.00,892,0,,3992,9829¤¸¤j¥Ã±d,573.00,195,0 
3993,982A¤¸¤jÃ¹ªF,566.00,5000,0,,3994,982A¤¸¤jÃ¹ªF,569.00,362,0 
3995,982A¤¸¤jÃ¹ªF,570.00,14859,1205,,3996,982A¤¸¤jÃ¹ªF,571.00,3133,0 
3997,982A¤¸¤jÃ¹ªF,572.00,866,0,,3998,982A¤¸¤jÃ¹ªF,573.00,106,10 
3999,982B¤¸¤j³Õ·R,566.00,9000,0,,4000,982B¤¸¤j³Õ·R,569.00,13275,1000 
4001,982B¤¸¤j³Õ·R,570.00,30396,5,,4002,982B¤¸¤j³Õ·R,571.00,9990,1140 
4003,982B¤¸¤j³Õ·R,572.00,6890,90,,4004,982B¤¸¤j³Õ·R,573.00,1662,60 
4005,982C¤¸¤j¤»¦X,566.00,12000,1000,,4006,982C¤¸¤j¤»¦X,569.00,3250,1000 
4007,982C¤¸¤j¤»¦X,570.00,21838,1070,,4008,982C¤¸¤j¤»¦X,571.00,7350,35 
4009,982C¤¸¤j¤»¦X,572.00,1942,10,,4010,982C¤¸¤j¤»¦X,573.00,511,0 
4011,982F¤¸¤j©¾¹©,566.00,1000,4000,,4012,982F¤¸¤j©¾¹©,569.00,1010,0 
4013,982F¤¸¤j©¾¹©,570.00,2202,0,,4014,982F¤¸¤j©¾¹©,571.00,1033,0 
4015,982F¤¸¤j©¾¹©,572.00,50,0,,4016,9831¤¸¤j¥|ºû,566.00,10000,1000 
4017,9831¤¸¤j¥|ºû,569.00,11229,1000,,4018,9831¤¸¤j¥|ºû,570.00,42990,20 
4019,9831¤¸¤j¥|ºû,571.00,13614,1140,,4020,9831¤¸¤j¥|ºû,572.00,2648,0 
4021,9831¤¸¤j¥|ºû,573.00,908,0,,4022,9833¤¸¤j´°¤Æ,566.00,12000,1000 
4023,9833¤¸¤j´°¤Æ,569.00,2100,0,,4024,9833¤¸¤j´°¤Æ,570.00,14247,2235 
4025,9833¤¸¤j´°¤Æ,571.00,17648,11700,,4026,9833¤¸¤j´°¤Æ,572.00,2217,0 
4027,9833¤¸¤j´°¤Æ,573.00,5,0,,4028,9834¤¸¤j¤¤Ãc,566.00,14000,0 
4029,9834¤¸¤j¤¤Ãc,569.00,7848,2000,,4030,9834¤¸¤j¤¤Ãc,570.00,38733,4200 
4031,9834¤¸¤j¤¤Ãc,571.00,13899,1510,,4032,9834¤¸¤j¤¤Ãc,572.00,6411,2200 
4033,9834¤¸¤j¤¤Ãc,573.00,489,140,,4034,9835¤¸¤j¤¤¤s,566.00,9000,1000 
4035,9835¤¸¤j¤¤¤s,569.00,3136,0,,4036,9835¤¸¤j¤¤¤s,570.00,25735,2000 
4037,9835¤¸¤j¤¤¤s,571.00,10690,0,,4038,9835¤¸¤j¤¤¤s,572.00,1974,40 
4039,9835¤¸¤j¤¤¤s,573.00,251,0,,4040,9837¤¸¤j¥_´ä,569.00,1055,0 
4041,9837¤¸¤j¥_´ä,570.00,5004,2001,,4042,9837¤¸¤j¥_´ä,571.00,5573,0 
4043,9837¤¸¤j¥_´ä,572.00,312,0,,4044,9837¤¸¤j¥_´ä,573.00,104,0 
4045,9838¤¸¤jÂ×­ì,566.00,6000,0,,4046,9838¤¸¤jÂ×­ì,569.00,3112,0 
4047,9838¤¸¤jÂ×­ì,570.00,14230,1090,,4048,9838¤¸¤jÂ×­ì,571.00,5858,1250 
4049,9838¤¸¤jÂ×­ì,572.00,2265,10,,4050,9838¤¸¤jÂ×­ì,573.00,315,0 
4051,983B¤¸¤jªL´Ë,566.00,3000,0,,4052,983B¤¸¤jªL´Ë,569.00,16050,0 
4053,983B¤¸¤jªL´Ë,570.00,13172,28,,4054,983B¤¸¤jªL´Ë,571.00,11525,2000 
4055,983B¤¸¤jªL´Ë,572.00,1008,35,,4056,983B¤¸¤jªL´Ë,573.00,891,0 
4057,983f¤¸¤j¦ËªF,566.00,2000,0,,4058,983f¤¸¤j¦ËªF,569.00,136,10000 
4059,983f¤¸¤j¦ËªF,570.00,14802,0,,4060,983f¤¸¤j¦ËªF,571.00,4164,1100 
4061,983f¤¸¤j¦ËªF,572.00,165,0,,4062,983f¤¸¤j¦ËªF,573.00,103,0 
4063,983G¤¸¤j¤W·s,566.00,2000,0,,4064,983G¤¸¤j¤W·s,569.00,275,1000 
4065,983G¤¸¤j¤W·s,570.00,25573,100,,4066,983G¤¸¤j¤W·s,571.00,16968,1049 
4067,983G¤¸¤j¤W·s,572.00,1923,10,,4068,983G¤¸¤j¤W·s,573.00,90,0 
4069,983i¤¸¤j¤j¶®,566.00,10000,0,,4070,983i¤¸¤j¤j¶®,569.00,389,3000 
4071,983i¤¸¤j¤j¶®,570.00,22351,2150,,4072,983i¤¸¤j¤j¶®,571.00,10429,30 
4073,983i¤¸¤j¤j¶®,572.00,1458,0,,4074,983i¤¸¤j¤j¶®,573.00,20,0 
4075,983j¤¸¤j¤¯·R,566.00,6000,6000,,4076,983j¤¸¤j¤¯·R,569.00,2292,1000 
